"Case ID","Case","Automation","Configurations","Created at","Created by","Description","Estimate","Expected","Folder","Forecast","Issues","Preconditions","Priority","Scenarios (Step)","State","Status (latest)","Status date","Steps (Expected)","Steps (Step)","Tags","Template","Updated at","Updated by"
"122874","Free plan users have limits to scheduling","No","","2024-03-20T19:57:01.379Z","Jenya Farris","","","","Scheduling orders to routes","","ROUT-9092","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Block scheduling when it would exceed monthly orders limit
  Given a company is on the free plan
  And a user has some orders which have never been scheduled
  And the number of those orders exceeds the remaining free order limit
  When they attempt to schedule those orders to a day
  Then they are blocked from scheduling
  And they can initiate an upgrade flow or contact sales</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Block order scheduling when monthly limit is reached
  Given a company is on the free plan
  And 100 orders have already been scheduled this billing period
  When a user attempts to assign a never-scheduled order to a route
  Then they are blocked from scheduling
  And they can initiate an upgrade flow or contact sales</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Block scheduling to selected route when it would exceed monthly orders limit
  Given a company is on the free plan
  And a user has selected some orders which have never been scheduled
  And the number of those orders exceeds the remaining free order limit
  When they attempt to assign those orders to a route
  Then they are blocked from scheduling
  And they can initiate an upgrade flow or contact sales</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Block scheduling when it would exceed monthly orders limit
  Given a company is on the free plan
  And a user has lassoed some orders which have never been scheduled
  And the number of those orders exceeds the remaining free order limit
  When they attempt to drop those orders to schedule them to a route
  Then they are blocked from scheduling
  And they can initiate an upgrade flow or contact sales</code></pre>","Draft","Retest","2025-12-04T19:59:15.099Z","","","","BDD Feature","2024-03-20T19:58:46.484Z","Jenya Farris"
"122876","User can see the count of free orders remaining to schedule","No","","2024-03-20T20:18:26.644Z","Jenya Farris","","","","Scheduling orders to routes","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: See the count of remaining free orders to schedule from map
  Given a company is on the free plan
  When a user is on the routes page
  Then they can see how many orders are remaining of their free 100 allowed monthly</code></pre>","Draft","Passed","2025-12-04T18:12:32.268Z","","","","BDD Feature","2024-03-20T20:19:05.037Z","Jenya Farris"
"648101","Routific can determine the optimal start time for the route","No","","2024-09-20T17:50:44.244Z","Teja Vajha","","","","Scheduling orders to routes","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User enables flexible start time option without time windows
	Given that none of the orders have a time-window constraint
	And routes have start time assigned
	And flexible start time option is enabled 
	When user schedules orders to routes
	Then all routes begin at the start time specified on the route</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User enables flexible start time option with time windows
	Given that all orders have a time-window constraint
	And flexible start time option is enabled 
	When user schedules orders to routes
	Then all the routes begin at the most optimal time based on the time windows of the orders that minimizes any idle time in the route</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User enables flexible start time option with time of day predicted traffic
	Given that orders may or may not have a time-window constraint
	And flexible start time option is enabled 
	When user schedules orders to routes with time of day predicted traffic option
	Then routes optimal start time is determined based on time of day predicted traffic conditions </code></pre>","Draft","Passed","2025-12-04T17:15:08.205Z","","","","BDD Feature","2024-09-20T18:08:12.254Z","Teja Vajha"
"1674139","User can schedule subset of orders into mix of published routes","No","","2025-11-20T23:27:55.857Z","Marc","","","","Scheduling orders to routes","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Schedule single order to a single published route
  Given any non-completed order and a published route  
  When a user selects the order
  And chooses to schedule it
  Then the user has the option to select a published route
  And the order will be best-inserted</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Schedule multiple orders to a single published route
  Given a selection of non-completed orders and a published route  
  When a user chooses to schedule them
  Then the user has the option to select a published route
  And the orders will be best-inserted</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Schedule single order to a mix of published and unpublished routes
  Given any non-completed order and a mix of published and unpublished routes  
  When a user selects the order
  And chooses to schedule it
  Then the user has the option to select a mix of published and unpublished routes
  And the order will be best-inserted into the subset of selected routes</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Schedule multiple orders to a mix of published and unpublished routes
  Given a selection of non-completed orders and a mix of published and unpublished routes  
  When a user chooses to schedule them
  Then the user has the option to select a mix of published and unpublished routes
  And the orders will be best-inserted into the subset of selected routes</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Schedule All with a mix of published and unpublished routes
  Given some unscheduled and a mix of published and unpublished routes  
  When a user chooses to ""schedule all"" or ""plan routes""
  Then the user has no option to select a subset of routes
  When the user proceeds with scheduling
  Then the orders will only be scheduled to unpublished routes.</code></pre>","Draft","Passed","2026-01-07T18:39:51.576Z","","","","BDD Feature","2025-11-21T18:51:49.491Z","Marc"
"1684376","User can schedule mix of scheduled and unscheduled orders into multiple routes","No","","2025-11-25T22:35:24.095Z","Marc","","","","Scheduling orders to routes","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Schedule mix of scheduled and unscheduled to multiple routes
  Given scheduled routes and some unscheduled orders
  When a user selects the unscheduled together with orders that were scheduled
  And chooses to schedule it
  Then the user has the option to select multiple routes to schedule it into 
  And all selected orders will be scheduled to those routes</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Schedule mix of scheduled and unscheduled to multiple routes, while leaving already scheduled orders alone in the target routes
  Given scheduled routes and some unscheduled orders
  When a user selects the unscheduled together with orders that were scheduled
  And chooses to schedule it
  And the user selects a target route that includes a selected scheduled order
  Then the scheduling action will leave the selected order where it was
  And schedule the rest</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Schedule scheduled order to multiple routes
  Given a schedule order and multiple routes
  When a user selects the scheduled
  And chooses to reschedule it from the ODP
  Then the user has the option to select multiple routes to schedule it into 
  And the order will be scheduled to one of those routes</code></pre>","Draft","Passed","2025-12-05T17:58:26.252Z","","","","BDD Feature","2025-11-25T22:40:47.571Z","Marc"
"75","Drag and drop selected orders to another route","No","","2024-01-31T03:06:05.009Z","Andrew Kwok","","","","Scheduling orders to routes","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Moving orders into another route
Given that the dispatcher has orders selected
When a dispatcher drags and drops the selected orders into another route
Then all of the selected orders are assigned to the target route</code></pre>","Draft","Passed","2025-07-14T20:43:49.995Z","","","","BDD Feature","2026-01-19T19:45:20.368Z","Teja Vajha"
"895","User can unschedule an order","No","","2024-02-01T07:09:58.280Z","Andrew Kwok","","","","Unscheduling orders","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Unscheduled orders with delivery date from route 
	Given a route exists with orders containing delivery date 
	When the dispatchers deletes the route or unschedules the orders from the route 
	Then these unscheduled orders will only be visible on the day that matches the delivery date</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: unscheduling order/s with delivery date in the past 
	Given a route exists with delivery date of orders in the past 
	When the route is deleted or orders are unscheduled from the route 
	Then the user is given an option to navigate to the oldest delivery date of unscheduled orders</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: unscheduling order/s with delivery date in the future
	Given a route exists with delivery date of orders in the future
	When the route is deleted or orders are unscheduled from the route
	Then the user is given an option to navigate to the earliest delivery date of unscheduled orders</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: unscheduling order/s with a mix of delivery dates in the past and future
	Given a route exists with a mix of delivery date of orders in the past and future
	When the route is deleted or orders are unscheduled from the route
	Then the user is given an option to navigate to the oldest delivery date of unscheduled orders</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: unscheduling order/s with a delivery date that matches current selected date
	Given a route exists with delivery date of orders that matches the routes scheduled date
	When the route is deleted or orders are unscheduled from the route
	Then the unscheduled orders are visible in the unscheduled tray of orders</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: unscheduling orders with and without delivery dates in the past or future
	Given a route exists with and without delivery dates for orders
	And the orders with delivery dates are in the past or future	
	When the route is deleted or orders are unscheduled from the route
	Then the user is given an option to navigate to the earliest delivery date of unscheduled orders</code></pre>","Active","Passed","2025-12-01T21:26:27.418Z","","","","BDD Feature","2025-08-29T21:51:21.853Z","Andrew Kwok"
"896","User cannot unschedule a completed order","No","","2024-02-01T07:11:02.200Z","Andrew Kwok","","","","Unscheduling orders","","","","Normal","","Draft","Passed","2025-07-28T21:43:19.072Z","","","","Case (text)","",""
"897","User cannot unschedule the next to be delivered order on a live route","No","","2024-02-01T07:11:21.001Z","Andrew Kwok","","","","Unscheduling orders","","","","Normal","","Draft","Skipped","2025-10-30T17:34:07.738Z","","","","Case (text)","",""
"70","User can change sequence of route on timeline view","No","","2024-01-31T03:06:05.002Z","Andrew Kwok","","","","Moving stops within route","","","","Normal","","Draft","Skipped","2025-10-30T17:34:11.994Z","","","","Case (text)","",""
"71","User can change sequence of route from list view","No","","2024-01-31T03:06:05.004Z","Andrew Kwok","","","","Moving stops within route","","","","Normal","","Draft","Passed","2025-07-28T21:43:05.159Z","","","","Case (text)","",""
"84","User can reoptimize a single route","No","","2024-01-31T03:06:05.027Z","Andrew Kwok","","","","Moving stops within route","","","","Normal","","Draft","Skipped","2025-10-30T17:34:15.963Z","","","","Case (text)","",""
"66","User can assign stops to a route resulting in overtime","No","","2024-01-31T03:06:04.992Z","Andrew Kwok","","","<p>stops successfully moved</p>","Moving stops across routes","","","","Normal","","Draft","Passed","2025-12-04T20:12:34.561Z","","","","Case (text)","",""
"67","User can assign stops to a route and reoptimize resulting in overtime [FAILING]","No","","2024-01-31T03:06:04.995Z","Andrew Kwok","","","","Moving stops across routes","","","","Normal","","Draft","Skipped","2025-12-04T20:16:45.752Z","","","","Case (text)","",""
"885","User can move a stop to another route on the timeline","No","","2024-01-31T09:08:35.481Z","Andrew Kwok","","","","Moving stops across routes","","","","Normal","","Draft","Passed","2025-12-04T20:12:41.208Z","","","","Case (text)","",""
"891","User cannot move a stop to a completed route","No","","2024-02-01T07:02:04.324Z","Andrew Kwok","","","","Moving stops across routes","","","","Normal","","Draft","Passed","2025-12-04T20:13:33.579Z","","","","Case (text)","",""
"892","User cannot move a completed stop","No","","2024-02-01T07:02:23.425Z","Andrew Kwok","","","","Moving stops across routes","","","","Normal","","Draft","Passed","2025-12-04T20:13:25.027Z","","","","Case (text)","",""
"83","User can reoptimize multiple selected routes","No","","2024-01-31T03:06:05.026Z","Andrew Kwok","","","","Moving stops across routes","","","","Normal","","Draft","Passed","2025-12-04T20:13:20.839Z","","","","Case (text)","",""
"80","User cannot make schedule changes to completed stops","No","","2024-01-31T03:06:05.015Z","Andrew Kwok","","","","Modifying Schedule for Live Routes","","","","Normal","","Draft","Passed","2025-10-30T17:44:09.428Z","","","","Case (text)","",""
"81","User cannot make schedule changes to the next incomplete stop on a started route","No","","2024-01-31T03:06:05.016Z","Andrew Kwok","","","","Modifying Schedule for Live Routes","","","","Normal","","Draft","Passed","2025-07-28T21:42:59.404Z","","","","Case (text)","",""
"82","User can modify schedule for upcoming stops on a started route, excluding driver's immediate next stop","No","","2024-01-31T03:06:05.025Z","Andrew Kwok","","","","Modifying Schedule for Live Routes","","","","Normal","","Draft","Passed","2025-07-28T21:42:59.404Z","","","","Case (text)","",""
"894","User cannot move a stop earlier than completed stops","No","","2024-02-01T07:06:53.567Z","Andrew Kwok","","","","Modifying Schedule for Live Routes","","","","Normal","","Draft","Passed","2025-07-28T21:42:59.404Z","","","","Case (text)","2024-02-01T07:08:14.345Z","Andrew Kwok"
"928","Resolving route conflicts between dispatcher and driver","No","","2024-02-02T07:07:59.134Z","Andrew Kwok","","","","Modifying Schedule for Live Routes","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Driver's completion of a stop overrides dispatcher's removal of the same stop
  Given the dispatcher is making changes to a driver's route
  And the driver is actively completing stops on the route
  When the dispatcher removes a stop from the route
  And the driver completes the same stop before the driver receives that change
  Then the system should record the stop as completed
  And maintain the stop on the driver's route despite removal by the dispatcher</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Dispatcher's reassignment of a stop overridden by driver's completion
  Given the dispatcher is making changes to a driver's route
  And the driver is actively completing stops on that route
  When the dispatcher moves a stop to a different route
  And the driver completes that stop before the driver receives that change
  Then the system should record the stop as completed on the original driver's route
  And disregard the dispatcher's reassignment of the stop</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Dispatcher's optimization action overridden by driver's completion of a stop
  Given the dispatcher is making changes to a driver's route
  And the driver is actively completing stops on that route
  When the dispatcher unschedules a stop from the driver's route
  And starts an optimization with the unscheduled stop
  And the driver completes that stop before they receive the changes to their route
  Then the system should record the stop as completed on the driver's route
  And disregard the dispatcher's optimization action on the stop
</code></pre>","Draft","Passed","2025-07-28T21:42:59.404Z","","","","BDD Feature","2024-02-02T07:22:59.412Z","Andrew Kwok"
"899","User can schedule orders with time windows","No","","2024-02-01T07:18:24.955Z","Andrew Kwok","","","","Scheduling orders with constraints","","","","Normal","","Draft","Passed","2025-12-04T20:17:05.539Z","","","","Case (text)","",""
"887","User can schedule orders with open ended time windows","No","","2024-02-01T06:24:44.124Z","Andrew Kwok","","","","Scheduling orders with constraints","","","","Normal","","Draft","Passed","2025-12-04T20:17:05.539Z","","","","Case (text)","2024-02-01T07:18:13.245Z","Andrew Kwok"
"68","User can assign a stop with an open ended time window to a route","No","","2024-01-31T03:06:04.997Z","Andrew Kwok","<p>Routing Scenario with a stop containing only start time. Insert in a route with shift time ending before start time. Check that stop can still be inserted.</p>","","","Scheduling orders with constraints","","","","Normal","","Draft","Passed","2025-12-04T20:17:05.539Z","","","","Case (text)","",""
"69","User can assign a stop with an open ended time window to an overnight route","No","","2024-01-31T03:06:04.999Z","Andrew Kwok","<p>Scenario with stop only containing end time. Route with shift from 10 p.m. to 6 a.m. (overnight shifts). Check that stop can be inserted into the overnight route.</p>","","","Scheduling orders with constraints","","","","Normal","","Draft","Passed","2025-12-04T20:17:05.539Z","","","","Case (text)","",""
"900","User can schedule orders with loads to routes","No","","2024-02-01T07:19:02.593Z","Andrew Kwok","","","","Scheduling orders with constraints","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: schedule orders with load to routes with capacity
  Given a day with routes with capacities
  And orders with load
  And the route capacities are sufficient for those orders
  When a user schedules those orders to that day
  Then orders are scheduled to routes
  And the route capacities are not violated
  And the user can see how full the route</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: schedule orders with load to routes with capacity
  Given a day with routes with capacities
  And orders with load
  And the route capacities are not sufficient for those orders
  When a user schedules those orders to that day
  Then orders are scheduled to routes
  And the route capacities are minimally violated
  And the user can see which routes are overcapacity</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: schedule orders with load to routes without capacity
  Given a day with routes without capacities
  And orders with load
  When a user schedules those orders to that day
  Then orders are scheduled to routes
  And the user can see the load on the order details</code></pre>","Draft","Passed","2025-12-04T20:17:05.539Z","","","","BDD Feature","2025-03-24T19:46:16.938Z","Jenya Farris"
"1254453","All orders should be served on initial optimization regardless of constraints","No","","2025-06-19T18:00:37.678Z","Rodrigo Boos","","","","Scheduling orders with constraints","","","","Normal","","Draft","Passed","2025-12-04T20:17:05.539Z","","","","BDD Feature","",""
"1254454","All orders should be served on reoptimization regardless of constraints","No","","2025-06-19T18:00:52.813Z","Rodrigo Boos","","","","Scheduling orders with constraints","","","","Normal","","Draft","Passed","2025-12-04T20:17:05.539Z","","","","BDD Feature","",""
"1500118","User can view which orders have time window violations","No","","2025-09-03T22:11:59.119Z","Teja Vajha","","","","Scheduling orders with constraints","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can view time window warning on an order
	Given an order is scheduled outside of its time window
	When the user interacts with the order or associated stop anywhere in the app
	Then the user sees a warning message that the order is scheduled outside of the requested time window</code></pre>","Active","Passed","2025-12-04T20:17:05.539Z","","","","BDD Feature","2025-09-04T22:20:19.535Z","Andrew Kwok"
"1500117","User can view which orders have delivery date violations","No","","2025-09-03T22:08:38.626Z","Teja Vajha","","","","Scheduling orders with constraints","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can view delivery date warning on an order
	Given an order is scheduled to a different date than the requested delivery date
	When the user interacts with the order anywhere in the app
	Then the user sees a warning message on the order that the order is scheduled outside of the requested delivery date</code></pre>","Active","Passed","2025-12-04T20:17:05.539Z","","","","BDD Feature","2025-09-04T22:20:09.371Z","Andrew Kwok"
"795","After scheduling a single stop, the user can Undo this action","No","","2024-01-31T03:06:13.589Z","Andrew Kwok","","","","Undo/Redo changes","","","","Normal","","Draft","Passed","2025-12-04T20:20:23.853Z","","","","Case (text)","",""
"796","After assigning a single stop to a different route, the user can Undo this action","No","","2024-01-31T03:06:13.595Z","Andrew Kwok","","","","Undo/Redo changes","","","","Normal","","Draft","Passed","2025-12-01T21:22:43.214Z","","","","Case (text)","",""
"797","After lassoing a set of stops, the user can Undo this action","No","","2024-01-31T03:06:13.602Z","Andrew Kwok","","","","Undo/Redo changes","","","","Normal","","Draft","Skipped","2025-10-30T17:34:56.919Z","","","","Case (text)","",""
"798","After undoing any route assignment action, user can Redo the selected action","No","","2024-01-31T03:06:13.608Z","Andrew Kwok","","","","Undo/Redo changes","","","","Normal","","Draft","Passed","2025-07-15T16:15:42.338Z","","","","Case (text)","",""
"799","Undoing a route assignment action should move stops to their previous position in the original route","No","","2024-01-31T03:06:13.615Z","Andrew Kwok","","","","Undo/Redo changes","","","","Normal","","Draft","Passed","2025-07-15T16:15:42.338Z","","","","Case (text)","",""
"800","Route Stats are correctly updated after Undoing/Redoing a Route Assignment action","No","","2024-01-31T03:06:13.621Z","Andrew Kwok","","","","Undo/Redo changes","","","","Normal","","Draft","Skipped","2025-10-30T17:34:59.691Z","","","","Case (text)","",""
"801","After lassoing a set of stops and reoptimize modal is triggered, the user can Undo/Redo this action","No","","2024-01-31T03:06:13.628Z","Andrew Kwok","","","","Undo/Redo changes","","","","Normal","","Draft","Passed","2025-07-15T16:15:42.338Z","","","","Case (text)","",""
"802","After moving a stop to a new position within its route, the user can Undo this action","No","","2024-01-31T03:06:13.634Z","Andrew Kwok","","","","Undo/Redo changes","","","","Normal","","Draft","Passed","2025-07-15T16:15:42.338Z","","","","Case (text)","",""
"803","After undoing move within the route, the user can redo this action","No","","2024-01-31T03:06:13.641Z","Andrew Kwok","","","","Undo/Redo changes","","","","Normal","","Draft","Passed","2025-12-04T20:20:23.853Z","","","","Case (text)","",""
"1722467","After scheduling stops to multiple routes via insertion, user can undo this action","No","","2025-12-01T17:55:49.885Z","Rashi Malhotra","","","","Undo/Redo changes","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Can undo scheduling action if multiple routes are involved and insertion operation is selected
  Given multiple routes exists 
  When a user schedules an unscheduled order to multiple routes using insertion
  Then the user cannot undo this operation</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Can redo insertion into multiple routes
  Given a user has scheduled orders to multiple routes via insertion
  When the user performs an undo operation
  Then the user can perform a redo following it</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Cannot undo scheduling action if multiple routes are involved and optimization operation is selected
  Given multiple routes exists 
  When a user schedules an unscheduled order to multiple routes using reoptimization
  Then the user cannot undo this operation</code></pre>","Draft","Passed","2025-12-04T20:20:23.853Z","","","","BDD Feature","2025-12-01T17:59:25.357Z","Rashi Malhotra"
"1742941","Mixpanel analytics for scheduling request: single order to single route","No","","2025-12-05T18:02:59.925Z","Marc","","","","Scheduling Requested analytics","","","","Normal","","Draft","Passed","2025-12-05T21:55:08.666Z","","","","BDD Feature","",""
"1742942","Mixpanel analytics for scheduling request: subset of orders to single route","No","","2025-12-05T18:03:10.340Z","Marc","","","","Scheduling Requested analytics","","","","Normal","","Draft","Passed","2025-12-05T21:59:52.606Z","","","","BDD Feature","",""
"1742943","[not yet supported] Mixpanel analytics for scheduling request: all orders to single route [not yet supported]","No","","2025-12-05T18:03:14.510Z","Marc","","","","Scheduling Requested analytics","","","","Normal","","Draft","Skipped","2025-12-05T22:00:10.952Z","","","","BDD Feature","2025-12-05T22:05:31.921Z","Marc"
"1742944","Mixpanel analytics for scheduling request: single order to subset of routes","No","","2025-12-05T18:03:52.207Z","Marc","","","","Scheduling Requested analytics","","","","Normal","","Draft","Passed","2025-12-05T22:01:25.476Z","","","","BDD Feature","",""
"1742945","Mixpanel analytics for scheduling request: subset of orders to subset of routes","No","","2025-12-05T18:03:59.777Z","Marc","","","","Scheduling Requested analytics","","","","Normal","","Draft","Passed","2025-12-05T22:03:05.885Z","","","","BDD Feature","",""
"1742946","[not yet supported] Mixpanel analytics for scheduling request: all orders to subset of routes","No","","2025-12-05T18:04:04.042Z","Marc","","","","Scheduling Requested analytics","","","","Normal","","Draft","Skipped","2025-12-05T22:03:13.069Z","","","","BDD Feature","2025-12-05T22:05:39.931Z","Marc"
"1742947","Mixpanel analytics for scheduling request: single order to all routes","No","","2025-12-05T18:04:18.135Z","Marc","","","","Scheduling Requested analytics","","","","Normal","","Draft","Passed","2025-12-05T21:55:16.045Z","","","","BDD Feature","",""
"1742948","Mixpanel analytics for scheduling request: subset of orders to all routes","No","","2025-12-05T18:04:22.206Z","Marc","","","","Scheduling Requested analytics","","","","Normal","","Draft","Passed","2025-12-05T22:03:46.335Z","","","","BDD Feature","",""
"1742949","Mixpanel analytics for scheduling request: all orders to all routes","No","","2025-12-05T18:04:25.629Z","Marc","","","","Scheduling Requested analytics","","","","Normal","","Draft","Passed","2025-12-05T22:04:15.780Z","","","","BDD Feature","",""
"1742950","[not yet supported] Mixpanel analytics for scheduling request: single order to no routes","No","","2025-12-05T18:04:37.807Z","Marc","","","","Scheduling Requested analytics","","","","Normal","","Draft","Skipped","2025-12-05T21:58:03.678Z","","","","BDD Feature","2025-12-05T22:05:48.571Z","Marc"
"1742951","[not yet supported] Mixpanel analytics for scheduling request: subset of orders to no routes","No","","2025-12-05T18:04:41.828Z","Marc","","","","Scheduling Requested analytics","","","","Normal","","Draft","Skipped","2025-12-05T22:05:04.995Z","","","","BDD Feature","2025-12-05T22:05:57.099Z","Marc"
"1742952","Mixpanel analytics for scheduling request: all orders to no routes","No","","2025-12-05T18:04:45.315Z","Marc","","","","Scheduling Requested analytics","","","","Normal","","Draft","Passed","2025-12-05T21:53:20.059Z","","","","BDD Feature","",""
"1742953","Mixpanel analytics for scheduling with best-insert option","No","","2025-12-05T18:05:03.837Z","Marc","","","","Scheduling Requested analytics","","","","Normal","","Draft","Passed","2025-12-05T21:54:51.045Z","","","","BDD Feature","",""
"1742954","Mixpanel analytics for scheduling with reoptimize option","No","","2025-12-05T18:05:09.891Z","Marc","","","","Scheduling Requested analytics","","","","Normal","","Draft","Passed","2025-12-05T22:08:39.994Z","","","","BDD Feature","",""
"1491924","User can access optimization preferences","No","","2025-08-29T16:51:47.196Z","Teja Vajha","","","","Optimization Preferences","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Read-only user cannot edit any optimization preferences
	When the read-only user accesses optimization preference settings
	Then the user will only be able to view the current state of the preferences
	And is not able to change any of the optimization preferences</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User with dispatcher role can manage any optimization preferences
	When a user with dispatcher roles accesses optimization preferences page for a workspace
	Then the user has access to manage any of the preferences under the workspace</code></pre>","Draft","Passed","2025-09-02T17:39:25.524Z","","","","BDD Feature","2025-09-12T22:53:04.291Z","Teja Vajha"
"1491925","User can see reason for unserved orders","No","","2025-08-29T16:53:36.253Z","Teja Vajha","","","","Optimization Preferences","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Order is left unserved due to constraint violation
	Given that there are order/s being scheduled to routes
	And scheduling constraint/s are set to strict
	When none of the orders could be scheduled to the routes
	Then the user sees a notification with a specific reason on why the orders could not be scheduled</code></pre>","Draft","Passed","2025-09-02T17:39:28.608Z","","","","BDD Feature","2025-09-12T22:45:07.252Z","Teja Vajha"
"1547202","User can manage overtime perference","No","","2025-09-11T21:23:10.007Z","Teja Vajha","","","","Optimization Preferences","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Successfully schedule orders with relaxed overtime preference
	Given the dispatcher has existing routes with or without overtime violations
	And the overtime constraint is set to relaxed
	When the dispatcher attempts to schedule new orders
	Then Routific should schedule all orders into existing routes
	And notify the dispatcher that all orders were successfully scheduled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Successfully schedule orders with strict overtime preference
	Given the dispatcher has existing routes with or without overtime violations
	And the overtime constraint is set to strict
	When the dispatcher attempts to schedule new orders
	Then Routific should schedule as many orders as possible into existing routes without worsening any existing overtime violations
	And notify the dispatcher how many orders were successfully scheduled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: All orders left unserved due to strict overtime preference
	Given that the dispatcher has order/s being scheduled into routes
	And overtime constraint is set to strict
	When none of the orders could be scheduled to routes due to violation of shift times
	Then the user sees a notification that the orders could not be scheduled due to preference for no overtime </code></pre>","Draft","","","","","","BDD Feature","2025-09-12T23:07:10.890Z","Teja Vajha"
"1547203","User can manage lateness preference","No","","2025-09-11T21:23:16.534Z","Teja Vajha","","","","Optimization Preferences","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Successfully schedule orders with relaxed lateness preference
	Given the dispatcher has existing routes with or without lateness violations
	And the lateness constraint is set to relaxed
	When the dispatcher attempts to schedule new orders
	Then Routific should schedule all orders into existing routes
	And notify the dispatcher that all orders were successfully scheduled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Successfully schedule orders with strict lateness preference
	Given the dispatcher has existing routes with or without lateness violations
	And the lateness constraint is set to strict
	When the dispatcher attempts to schedule new orders
	Then Routific should schedule as many orders as possible into existing routes without worsening any existing lateness violations
	And notify the dispatcher how many orders were successfully scheduled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: All orders left unserved due to strict lateness preference
	Given that the dispatcher has order/s being scheduled into routes
	And lateness constraint is set to strict
	When none of the orders could be scheduled to routes due to violation of time windows
	Then the user sees a notification that the orders could not be scheduled due to preference for no lateness </code></pre>","Draft","","","","","","BDD Feature","2025-09-12T23:07:01.042Z","Teja Vajha"
"1547204","User can manage overcapacity preference","No","","2025-09-11T21:23:31.489Z","Teja Vajha","","","","Optimization Preferences","","","","Normal","<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Successfully schedule orders with relaxed overcapacity preference
	Given the dispatcher has existing routes with or without capacity violations
	And the overtime constraint is set to relaxed
	When the dispatcher attempts to schedule new orders
	Then Routific should schedule all orders into existing routes
	And notify the dispatcher that all orders were successfully scheduled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Successfully schedule orders with strict overcapacity preference
	Given the dispatcher has existing routes with or without capacity violations
	And the overcapacity constraint is set to strict
	When the dispatcher attempts to schedule new orders
	Then Routific should schedule as many orders as possible into existing routes without worsening any existing capacity violations
	And notify the dispatcher how many orders were successfully scheduled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: All orders left unserved due to strict capacity preference
	Given that the dispatcher has order/s being scheduled into routes
	And capacity constraint is set to strict
	When none of the orders could be scheduled to routes due to capacity violations
	Then the user sees a notification that the orders could not be scheduled due to preference for no overcapacity </code></pre>","Draft","","","","","","BDD Feature","2025-09-12T23:06:48.346Z","Teja Vajha"
