Case ID,Case,Created at,Folder,Scenarios (Step),State
896,User cannot unschedule a completed order,2024-02-01T07:11:02.200Z,Unscheduling orders,,Draft
897,User cannot unschedule the next to be delivered order on a live route,2024-02-01T07:11:21.001Z,Unscheduling orders,,Draft
70,User can change sequence of route on timeline view,2024-01-31T03:06:05.002Z,Moving stops within route,,Draft
71,User can change sequence of route from list view,2024-01-31T03:06:05.004Z,Moving stops within route,,Draft
84,User can reoptimize a single route,2024-01-31T03:06:05.027Z,Moving stops within route,,Draft
66,User can assign stops to a route resulting in overtime,2024-01-31T03:06:04.992Z,Moving stops across routes,,Draft
67,User can assign stops to a route and reoptimize resulting in overtime [FAILING],2024-01-31T03:06:04.995Z,Moving stops across routes,,Draft
885,User can move a stop to another route on the timeline,2024-01-31T09:08:35.481Z,Moving stops across routes,,Draft
891,User cannot move a stop to a completed route,2024-02-01T07:02:04.324Z,Moving stops across routes,,Draft
892,User cannot move a completed stop,2024-02-01T07:02:23.425Z,Moving stops across routes,,Draft
83,User can reoptimize multiple selected routes,2024-01-31T03:06:05.026Z,Moving stops across routes,,Draft
80,User cannot make schedule changes to completed stops,2024-01-31T03:06:05.015Z,Modifying Schedule for Live Routes,,Draft
81,User cannot make schedule changes to the next incomplete stop on a started route,2024-01-31T03:06:05.016Z,Modifying Schedule for Live Routes,,Draft
82,"User can modify schedule for upcoming stops on a started route, excluding driver's immediate next stop",2024-01-31T03:06:05.025Z,Modifying Schedule for Live Routes,,Draft
894,User cannot move a stop earlier than completed stops,2024-02-01T07:06:53.567Z,Modifying Schedule for Live Routes,,Draft
928,Resolving route conflicts between dispatcher and driver,2024-02-02T07:07:59.134Z,Modifying Schedule for Live Routes,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Driver's completion of a stop overrides dispatcher's removal of the same stop
  Given the dispatcher is making changes to a driver's route
  And the driver is actively completing stops on the route
  When the dispatcher removes a stop from the route
  And the driver completes the same stop before the driver receives that change
  Then the system should record the stop as completed
  And maintain the stop on the driver's route despite removal by the dispatcher</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Dispatcher's reassignment of a stop overridden by driver's completion
  Given the dispatcher is making changes to a driver's route
  And the driver is actively completing stops on that route
  When the dispatcher moves a stop to a different route
  And the driver completes that stop before the driver receives that change
  Then the system should record the stop as completed on the original driver's route
  And disregard the dispatcher's reassignment of the stop</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Dispatcher's optimization action overridden by driver's completion of a stop
  Given the dispatcher is making changes to a driver's route
  And the driver is actively completing stops on that route
  When the dispatcher unschedules a stop from the driver's route
  And starts an optimization with the unscheduled stop
  And the driver completes that stop before they receive the changes to their route
  Then the system should record the stop as completed on the driver's route
  And disregard the dispatcher's optimization action on the stop
</code></pre>",Draft
899,User can schedule orders with time windows,2024-02-01T07:18:24.955Z,Scheduling orders with constraints,,Draft
887,User can schedule orders with open ended time windows,2024-02-01T06:24:44.124Z,Scheduling orders with constraints,,Draft
68,User can assign a stop with an open ended time window to a route,2024-01-31T03:06:04.997Z,Scheduling orders with constraints,,Draft
69,User can assign a stop with an open ended time window to an overnight route,2024-01-31T03:06:04.999Z,Scheduling orders with constraints,,Draft
900,User can schedule orders with loads to routes,2024-02-01T07:19:02.593Z,Scheduling orders with constraints,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: schedule orders with load to routes with capacity
  Given a day with routes with capacities
  And orders with load
  And the route capacities are sufficient for those orders
  When a user schedules those orders to that day
  Then orders are scheduled to routes
  And the route capacities are not violated
  And the user can see how full the route</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: schedule orders with load to routes with capacity
  Given a day with routes with capacities
  And orders with load
  And the route capacities are not sufficient for those orders
  When a user schedules those orders to that day
  Then orders are scheduled to routes
  And the route capacities are minimally violated
  And the user can see which routes are overcapacity</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: schedule orders with load to routes without capacity
  Given a day with routes without capacities
  And orders with load
  When a user schedules those orders to that day
  Then orders are scheduled to routes
  And the user can see the load on the order details</code></pre>",Draft
1254453,All orders should be served on initial optimization regardless of constraints,2025-06-19T18:00:37.678Z,Scheduling orders with constraints,,Draft
1254454,All orders should be served on reoptimization regardless of constraints,2025-06-19T18:00:52.813Z,Scheduling orders with constraints,,Draft
1500118,User can view which orders have time window violations,2025-09-03T22:11:59.119Z,Scheduling orders with constraints,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can view time window warning on an order
	Given an order is scheduled outside of its time window
	When the user interacts with the order or associated stop anywhere in the app
	Then the user sees a warning message that the order is scheduled outside of the requested time window</code></pre>",Active
1500117,User can view which orders have delivery date violations,2025-09-03T22:08:38.626Z,Scheduling orders with constraints,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can view delivery date warning on an order
	Given an order is scheduled to a different date than the requested delivery date
	When the user interacts with the order anywhere in the app
	Then the user sees a warning message on the order that the order is scheduled outside of the requested delivery date</code></pre>",Active
795,"After scheduling a single stop, the user can Undo this action",2024-01-31T03:06:13.589Z,Undo/Redo changes,,Draft
796,"After assigning a single stop to a different route, the user can Undo this action",2024-01-31T03:06:13.595Z,Undo/Redo changes,,Draft
797,"After lassoing a set of stops, the user can Undo this action",2024-01-31T03:06:13.602Z,Undo/Redo changes,,Draft
798,"After undoing any route assignment action, user can Redo the selected action",2024-01-31T03:06:13.608Z,Undo/Redo changes,,Draft
799,Undoing a route assignment action should move stops to their previous position in the original route,2024-01-31T03:06:13.615Z,Undo/Redo changes,,Draft
800,Route Stats are correctly updated after Undoing/Redoing a Route Assignment action,2024-01-31T03:06:13.621Z,Undo/Redo changes,,Draft
801,"After lassoing a set of stops and reoptimize modal is triggered, the user can Undo/Redo this action",2024-01-31T03:06:13.628Z,Undo/Redo changes,,Draft
802,"After moving a stop to a new position within its route, the user can Undo this action",2024-01-31T03:06:13.634Z,Undo/Redo changes,,Draft
803,"After undoing move within the route, the user can redo this action",2024-01-31T03:06:13.641Z,Undo/Redo changes,,Draft
1722467,"After scheduling stops to multiple routes via insertion, user can undo this action",2025-12-01T17:55:49.885Z,Undo/Redo changes,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Can undo scheduling action if multiple routes are involved and insertion operation is selected
  Given multiple routes exists 
  When a user schedules an unscheduled order to multiple routes using insertion
  Then the user cannot undo this operation</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Can redo insertion into multiple routes
  Given a user has scheduled orders to multiple routes via insertion
  When the user performs an undo operation
  Then the user can perform a redo following it</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Cannot undo scheduling action if multiple routes are involved and optimization operation is selected
  Given multiple routes exists 
  When a user schedules an unscheduled order to multiple routes using reoptimization
  Then the user cannot undo this operation</code></pre>",Draft
1742941,Mixpanel analytics for scheduling request: single order to single route,2025-12-05T18:02:59.925Z,Scheduling Requested analytics,,Draft
1742942,Mixpanel analytics for scheduling request: subset of orders to single route,2025-12-05T18:03:10.340Z,Scheduling Requested analytics,,Draft
1742943,[not yet supported] Mixpanel analytics for scheduling request: all orders to single route [not yet supported],2025-12-05T18:03:14.510Z,Scheduling Requested analytics,,Draft
1742944,Mixpanel analytics for scheduling request: single order to subset of routes,2025-12-05T18:03:52.207Z,Scheduling Requested analytics,,Draft
1742945,Mixpanel analytics for scheduling request: subset of orders to subset of routes,2025-12-05T18:03:59.777Z,Scheduling Requested analytics,,Draft
1742946,[not yet supported] Mixpanel analytics for scheduling request: all orders to subset of routes,2025-12-05T18:04:04.042Z,Scheduling Requested analytics,,Draft
1742947,Mixpanel analytics for scheduling request: single order to all routes,2025-12-05T18:04:18.135Z,Scheduling Requested analytics,,Draft
1742948,Mixpanel analytics for scheduling request: subset of orders to all routes,2025-12-05T18:04:22.206Z,Scheduling Requested analytics,,Draft
1742949,Mixpanel analytics for scheduling request: all orders to all routes,2025-12-05T18:04:25.629Z,Scheduling Requested analytics,,Draft
1742950,[not yet supported] Mixpanel analytics for scheduling request: single order to no routes,2025-12-05T18:04:37.807Z,Scheduling Requested analytics,,Draft
1742951,[not yet supported] Mixpanel analytics for scheduling request: subset of orders to no routes,2025-12-05T18:04:41.828Z,Scheduling Requested analytics,,Draft
1742952,Mixpanel analytics for scheduling request: all orders to no routes,2025-12-05T18:04:45.315Z,Scheduling Requested analytics,,Draft
1742953,Mixpanel analytics for scheduling with best-insert option,2025-12-05T18:05:03.837Z,Scheduling Requested analytics,,Draft
1742954,Mixpanel analytics for scheduling with reoptimize option,2025-12-05T18:05:09.891Z,Scheduling Requested analytics,,Draft
1491924,User can access optimization preferences,2025-08-29T16:51:47.196Z,Optimization Preferences,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Read-only user cannot edit any optimization preferences
	When the read-only user accesses optimization preference settings
	Then the user will only be able to view the current state of the preferences
	And is not able to change any of the optimization preferences</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User with dispatcher role can manage any optimization preferences
	When a user with dispatcher roles accesses optimization preferences page for a workspace
	Then the user has access to manage any of the preferences under the workspace</code></pre>",Draft
1491925,User can see reason for unserved orders,2025-08-29T16:53:36.253Z,Optimization Preferences,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Order is left unserved due to constraint violation
	Given that there are order/s being scheduled to routes
	And scheduling constraint/s are set to strict
	When none of the orders could be scheduled to the routes
	Then the user sees a notification with a specific reason on why the orders could not be scheduled</code></pre>",Draft
1547202,User can manage overtime perference,2025-09-11T21:23:10.007Z,Optimization Preferences,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Successfully schedule orders with relaxed overtime preference
	Given the dispatcher has existing routes with or without overtime violations
	And the overtime constraint is set to relaxed
	When the dispatcher attempts to schedule new orders
	Then Routific should schedule all orders into existing routes
	And notify the dispatcher that all orders were successfully scheduled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Successfully schedule orders with strict overtime preference
	Given the dispatcher has existing routes with or without overtime violations
	And the overtime constraint is set to strict
	When the dispatcher attempts to schedule new orders
	Then Routific should schedule as many orders as possible into existing routes without worsening any existing overtime violations
	And notify the dispatcher how many orders were successfully scheduled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: All orders left unserved due to strict overtime preference
	Given that the dispatcher has order/s being scheduled into routes
	And overtime constraint is set to strict
	When none of the orders could be scheduled to routes due to violation of shift times
	Then the user sees a notification that the orders could not be scheduled due to preference for no overtime </code></pre>",Draft
1547203,User can manage lateness preference,2025-09-11T21:23:16.534Z,Optimization Preferences,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Successfully schedule orders with relaxed lateness preference
	Given the dispatcher has existing routes with or without lateness violations
	And the lateness constraint is set to relaxed
	When the dispatcher attempts to schedule new orders
	Then Routific should schedule all orders into existing routes
	And notify the dispatcher that all orders were successfully scheduled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Successfully schedule orders with strict lateness preference
	Given the dispatcher has existing routes with or without lateness violations
	And the lateness constraint is set to strict
	When the dispatcher attempts to schedule new orders
	Then Routific should schedule as many orders as possible into existing routes without worsening any existing lateness violations
	And notify the dispatcher how many orders were successfully scheduled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: All orders left unserved due to strict lateness preference
	Given that the dispatcher has order/s being scheduled into routes
	And lateness constraint is set to strict
	When none of the orders could be scheduled to routes due to violation of time windows
	Then the user sees a notification that the orders could not be scheduled due to preference for no lateness </code></pre>",Draft
1547204,User can manage overcapacity preference,2025-09-11T21:23:31.489Z,Optimization Preferences,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Successfully schedule orders with relaxed overcapacity preference
	Given the dispatcher has existing routes with or without capacity violations
	And the overtime constraint is set to relaxed
	When the dispatcher attempts to schedule new orders
	Then Routific should schedule all orders into existing routes
	And notify the dispatcher that all orders were successfully scheduled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Successfully schedule orders with strict overcapacity preference
	Given the dispatcher has existing routes with or without capacity violations
	And the overcapacity constraint is set to strict
	When the dispatcher attempts to schedule new orders
	Then Routific should schedule as many orders as possible into existing routes without worsening any existing capacity violations
	And notify the dispatcher how many orders were successfully scheduled</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: All orders left unserved due to strict capacity preference
	Given that the dispatcher has order/s being scheduled into routes
	And capacity constraint is set to strict
	When none of the orders could be scheduled to routes due to capacity violations
	Then the user sees a notification that the orders could not be scheduled due to preference for no overcapacity </code></pre>",Draft
1835095,Return default solver solution when GPU solver is unavailable,2026-01-21T22:44:46.905Z,Failure Handling,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: (Only on dev + staging) Return LS solution to the user when GPU worker unavailable
Given there are no GA workers provisioned 
And the organization is opted into competing solver architecture
When the dispatcher triggers a scheduling action that generally completes within 1 min
Then Routific returns the LS solution given that the GA worker is unavailable</code></pre><p>Note:</p><ul><li>This scenario can only be tested in dev and stg because these environments have underprovisioned GPU workers meaning they get spun up on-demand, which takes roughly 2-3 mins. This means that for a small enough problem LS solution is returned because the GA worker doesn't get spun up on time, which mimic ga worker unavailability case.</li><li>On Prod, there's always bound to be a GA worker provisioned 24/7 so this test cannot be executed consistently in a predictive manner.</li><li>stg <a href=""https://console.cloud.google.com/kubernetes/workload/overview?project=staging-238418&amp;pageState=(%22savedViews%22:(%22c%22:%5B%22gke%2Fus-central1%2Froutific-gke-cluster%22%5D,%22l%22:%5B%22kind%2FGKE_CLUSTER%2Fprojects%2Fstaging-238418%2Flocations%2Fus-central1%2Fclusters%2Froutific-gke-cluster%22%5D,%22n%22:%5B%22workers%22%5D))&amp;pli=1"">url</a> to check if GA worker is available.</li></ul>",Draft
844,User can see a week view of their scheduled routes,2024-01-31T03:18:22.229Z,Changing Dates,,Draft
845,User can see a month view of their scheduled routes,2024-01-31T03:18:38.621Z,Changing Dates,,Draft
846,User can see a day view of their scheduled routes,2024-01-31T03:21:19.340Z,Changing Dates,,Draft
843,User can go forward or back in time when viewing scheduled routes,2024-01-31T03:18:05.176Z,Changing Dates,,Draft
54,User can manually add a route,2024-01-31T03:06:04.977Z,Adding Routes,,Draft
55,User can manually add routes from saved route templates,2024-01-31T03:06:04.978Z,Adding Routes,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can create a route from a template
  Given templates exist
  When a user starts the flow to add routes from templates
  Then they can select a template to use for creating a route
  And after submitting, a route will be created using the template's constraints
  And the route will be named based on the template used</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can create multiple routes from templates
  Given templates exist
  When a user starts the flow to add routes from templates
  Then they can select the same template multiple times to create multiple routes
  And they can select different templates
  And after submitting, all the routes will be created using the templates' constraints
  And the routes will be named based on the templates used</code></pre>",Draft
56,User can add a route with no optional start/end locations,2024-01-31T03:06:04.980Z,Adding Routes,,Draft
258,User can save a route template when creating a route,2024-01-31T03:06:05.430Z,Adding Routes,,Draft
851,User can automatically add routes when scheduling with route templates,2024-01-31T06:15:12.355Z,Adding Routes,,Draft
487,User can add a route from scheduling preview,2024-01-31T03:06:08.876Z,Adding Routes,,Draft
1698706,User can duplicate one or more routes,2025-11-26T05:16:20.773Z,Adding Routes,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Duplicate one or more non-empty routes
  Given the user has selected one or more non-empty routes ( upto 10)
  When they choose to duplicate them
  And confirm a selected date
  Then they get replicas of the active version of the routes placed on the selected date
  And all the stops, sequence, order metadata and ETAs on the replicas are the same as the originals
</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Duplicate one or more empty routes
  Given the user has selected one or more empty routes (upto 10)
  When they choose to duplicate them
  And confirm a selected date
  Then they get replicas of the empty routes placed on the selected date
</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Duplicate one or more routes with unpublished changes
  Given the user has selected one or more routes with unpublished changes (upto 10)
  When they choose to duplicate them
  And confirm a selected date
  Then they get replicas of the active version of the routes including the unpublished changes placed on the selected date
  And all the stops, sequence, order metadata and ETAs on the replicas are the same as the originals
</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Duplicate multiple routes in a single action
 Given the user has selected multiple routes (upto 10)
 When they choose to duplicate them
 And confirm a selected date
 Then they get replicas of all the selected routes placed on the selected date
 And all the stops, sequence, order metadata and ETAs on the replicas are the same as the originals
</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Prevent duplicating more than 10 routes at once
 Given the user has selected more than 10 routes
 When they choose to duplicate them
 Then the duplication request fails
 And the user is informed that more than 10 routes cannot be duplicated at once
</code></pre>",Draft
62,User can select a route from map to see route details,2024-01-31T03:06:04.987Z,Viewing Routes,,Draft
64,User can select a stop marker on map to show show stop in route details panel,2024-01-31T03:06:04.990Z,Viewing Routes,,Draft
65,User can hover on stop marker for stop summary,2024-01-31T03:06:04.991Z,Viewing Routes,,Draft
841,User can see how much of the route's shift time is utilized,2024-01-31T03:15:36.001Z,Viewing Routes,,Draft
842,User can see how much a route's capacity can be utilized,2024-01-31T03:15:50.262Z,Viewing Routes,,Draft
981,User can see if a deleted driver is assigned to a route,2024-02-09T22:46:38.287Z,Viewing Routes,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Driver was deleted after being assigned to a route

  Given a driver was assigned to a route
  And that driver was deleted
  When the user views the route
  Then they should be able to see that the assigned driver has been deleted</code></pre>",Draft
98296,User can access Routes page,2024-03-12T22:18:31.214Z,Viewing Routes,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User is taken back to last opened workspace and date
  Given a user was viewing routes on a given date and workspace
  And navigated away from the routes page
  When returning to the routes page
  Then the user should be taken back to the same date and workspace</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: New users accessing routes page
    Given a user has never logged in
    When the user navigates to the routes page
    Then the user is redirected to their oldest workspace on today's date</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User accesses routes page from different computer
	Given a user was viewing a workspace on one computer
	When they navigate to the route page from a different computer
	Then the user should be navigated to the latest date that contains routes</code></pre>",Draft
860,User can see routes on a map,2024-01-31T08:08:34.056Z,Viewing Routes on Map,,Draft
861,User can identify different routes on the map,2024-01-31T08:09:43.070Z,Viewing Routes on Map,,Draft
862,User can see direction of a route on the map,2024-01-31T08:09:55.524Z,Viewing Routes on Map,,Draft
863,User can identify sequence of stops for a route on the map,2024-01-31T08:10:17.041Z,Viewing Routes on Map,,Draft
864,User can see unscheduled orders on a map,2024-01-31T08:11:13.275Z,Viewing Routes on Map,,Draft
789382,User can toggle stop markers on the map,2024-10-24T16:15:40.361Z,Viewing Routes on Map,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User toggles stop markers for the first time
	Given the user has at least one route scheduled 
	When the user presses the stop marker toggle button 
	Then the user can see stop markers above all of their orders
	When the user refreshes their browser
	Then they continue to see stop markers above their orders
	</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User toggles stop markers off
	Given the user has at least one route scheduled 
	And the user has stop markers turned on
	When the user presses the stop marker toggle button 
	Then the user sees the scatterplot icons for their orders on their routes
	When the user refreshes their browser
	Then they continue to see scatterplot icons on their routes</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User selects a route with stop markers toggled off
	Given the user has at least one route scheduled 
	When the user selects a scheduled route 
	Then the user can see stop markers above the stops in that route
	And all other routes continue to have scatterplot icons
	When the user deselects the selected route
	Then all routes have scatterplot icons</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User selects a route with stop markers toggled on
	Given the user has at least one route scheduled 
	When the user selects a scheduled route 
	Then the user can see stop markers above the stops in that route
	And all other routes continue to have stop marker icons
	When the user deselects the selected route
	Then all routes have stop marker icons</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User toggles marker icons on while a route is selected
	Given the user has at least one route scheduled 
	And stop markers are turned off
	When the user selects a scheduled route 
	Then the user can see stop markers above the stops in that route
	And all other routes continue to have scatterplot icons
	When the user presses the marker toggle button
	Then the selected route stays selected
	And all routes have stop marker icons</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User toggles marker icons off while a route is selected
	Given the user has at least one route scheduled 
	And stop markers are turned on
	When the user selects a scheduled route 
	Then the user can see stop markers above the stops in that route
	And all other routes continue to have stop marker icons
	When the user presses the marker toggle button
	Then the selected route stays selected
	And all unselected routes have scatterplot icons</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User uses lasso tool while stop markers are turned on
	Given the user has at least one route scheduled 
	And stop markers are turned on
	When the user activates the lasso tool
	Then the stop marker icons are toggled off while the tool is active
	When the user deactivates the lasso tool
	Then the stop markers reappear</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User drags and drops a stop while stop markers are turned on
	Given the user has at least one route scheduled 
	And stop markers are turned on
	When the user tries to drag and drop a stop to another route
	Then the stop marker icons are toggled off while the user is dragging the stop
	When the user stops dragging the stop
	Then the stop markers reappear</code></pre>",Draft
864262,Map pans and zooms to show routes,2024-11-28T14:44:42.070Z,Viewing Routes on Map,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Show all routes on the map from the calendar view
  Given routes exist on this day
  When the user navigates into the day from the calendar view
  Then the map will show all routes on that day within view, including stops, start, and end locations</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Maps pans when selecting a route from the timeline or list view
  Given routes exist on this day
  When the user selects a route from the timeline or list view
  Then the route will go into its selected state
  And the RDP opens
  And the map will center on the selected route and zoom out to fit the route if any stops or start/end locations are out of view
</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Map does not pan or zoom when selecting a route from the map
  Given routes exist on this day
  When the user selects a route from the map
  Then the route will go into its selected state
  And the RDP will open
  And the map will not pan or zoom</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Maps pans to show multiselected routes
  Given routes exist on this day
  When the user multiselects 2+ routes from the timeline or list view
  Then the routes will go into a selected state
  And the RDP will remain closed
  And the map will center on the selected routes
  And the map will zoom out to fit all routes if out of view</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Map does not pan or zoom when multi-selecting routes from the map
  Given routes exist on this day
  When the user multiselects 2+ routes from the map
  Then the routes will go into a selected state
  And the RDP will remain closed
  And the map will not pan or zoom</code></pre>",Draft
849,User can see total shift utilization for all routes scheduled to a given day,2024-01-31T03:36:30.680Z,Viewing total stats across scheduled routes,,Draft
850,User can see total capacity utilization for all routes scheduled to a given day,2024-01-31T03:49:16.819Z,Viewing total stats across scheduled routes,,Draft
857,User can see total count of routes scheduled to a given day,2024-01-31T07:59:38.029Z,Viewing total stats across scheduled routes,,Draft
858,User can see count of stops scheduled to a given day,2024-01-31T08:01:27.779Z,Viewing total stats across scheduled routes,,Draft
859,User can see total distance of routes scheduled to a given day,2024-01-31T08:01:42.884Z,Viewing total stats across scheduled routes,,Draft
866,User can view routes on a timeline,2024-01-31T08:21:36.935Z,Viewing routes on a timeline,,Draft
867,User can zoom in and out on the route timeline,2024-01-31T08:36:18.729Z,Viewing routes on a timeline,,Draft
868,User can reset the zoom level on the route timeline,2024-01-31T08:36:30.145Z,Viewing routes on a timeline,,Draft
869,User can move forward and back in time on the route timeline,2024-01-31T08:37:41.776Z,Viewing routes on a timeline,,Draft
878,User can see how long stops take on a timeline,2024-01-31T08:58:03.725Z,Viewing routes on a timeline,,Draft
879,User can see how long driving between stops takes on a timeline,2024-01-31T08:58:21.576Z,Viewing routes on a timeline,,Draft
880,User can see when a route has planned idle time on the timeline,2024-01-31T08:59:19.041Z,Viewing routes on a timeline,,Draft
881,User can see progress of a live route on the timeline,2024-01-31T09:00:50.112Z,Viewing routes on a timeline,,Draft
882,User can see time window violations on the timeline,2024-01-31T09:01:14.473Z,Viewing routes on a timeline,,Draft
57,User can see a list of routes,2024-01-31T03:06:04.981Z,Viewing routes on a list,,Draft
60,User can open more details about a route from the route list,2024-01-31T03:06:04.985Z,Viewing routes on a list,,Draft
63,User can show a selected route on the map,2024-01-31T03:06:04.989Z,Viewing routes on a list,,Draft
870,User can see when a route has started,2024-01-31T08:39:50.829Z,Tracking Route Progress,,Draft
871,User can see when a route is completed,2024-01-31T08:40:57.026Z,Tracking Route Progress,,Draft
873,User can see when a driver arrived at a stop,2024-01-31T08:41:34.337Z,Tracking Route Progress,,Draft
872,User can see when an order is completed,2024-01-31T08:41:17.824Z,Tracking Route Progress,,Draft
875,User can see when an order failed to be delivered,2024-01-31T08:41:57.109Z,Tracking Route Progress,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can see which orders driver failed to deliver
  Given a route was started
  When a driver marks an order as failed
  Then the dispatcher will see that on the stop list</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: User can see which orders driver plans to reattempt
  Given a route was started
  When a driver marks an order for reattempt
  Then the dispatcher will see that on the stop list</code></pre>",Active
874,User can see when a driver departed a stop,2024-01-31T08:41:42.333Z,Tracking Route Progress,,Draft
503,Search for a route by name,2024-01-31T03:06:08.994Z,Search for a Route,,Draft
504,Search for a Route by driver name,2024-01-31T03:06:09.001Z,Search for a Route,,Draft
505,Search for a Route by start location,2024-01-31T03:06:09.008Z,Search for a Route,,Draft
506,Search for a Route by end location,2024-01-31T03:06:09.015Z,Search for a Route,,Draft
910,User can get more relevant address suggestions based on their location when editing a route,2024-02-02T05:04:31.198Z,Modifying Routes,,Draft
133115,User can edit route,2024-03-26T21:48:33.107Z,Modifying Routes,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Update route name
	Given a user has a non-published route
	When the user updates the route name
	Then the name should be updated</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Update route start or end location
	Given a user has a non-published route that includes a start location
	When the user removes its current start location
	Then the route should be updated to start at the first scheduled stop
	And the ETAs are recalculated
	And no stops are removed from the route
	</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Update route start or end time
	Given a user has a non-published route
	When the user updates the route start time
	Then the route should be updated with the new start time
	And the stop ETAs are recalculated
	And no stops are removed from the route</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Update vehicle capacity
	Given a user has a non-published route
	When the user updates the vehicle capacity
	Then the route capacity should be updated
	And the route capacity utilization should be updated
	And no stops are removed from the route</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Cannot update route constraints for published routes
	Given a user has a dispatched route
	When the user attempts to update the route constraints
	Then the user should be blocked
	And informed that editing published routes is not allowed</code></pre>",Active
133116,User can move routes to another date,2024-03-26T21:48:54.809Z,Modifying Routes,"<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Move non published route to another date
	Given a user has a non published route
	When they attempt to move the route to another date
	Then the route should be moved to that date</code></pre>
<pre><code class=""editor-gherkin language-gherkin code-block"">Scenario: Moving routes with order delivery dates to another day 
	Given a route exists with orders containing delivery date 
	When the dispatchers moves the route to another day 
	Then the delivery date for the orders within the route are not updated</code></pre>",Active
